"salchan1_name","chan3_name","chan2_name","chan1_name","sales1_name","dma1_name"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","OTTUMWA-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PADUCAH-KY"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PALM SPRINGS-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PANAMA CITY-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PARKERSBURG-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PEORIA/BLOOMINGTON-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PHILADELPHIA-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PHOENIX-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PITTSBURGH-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PORTLAND-ME"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PORTLAND-OR"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PRESQUE ISLE-ME"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","PROVIDENCE-RI"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","QUINCY-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","RALEIGH-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","RAPID CITY-SD"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","RENO-NV"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","RICHMOND-VA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ROANOKE/LYNCHBURG-VA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ROCHESTER-MN"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ROCHESTER-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ROCKFORD-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SACRAMENTO-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SALISBURY-MD"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SALT LAKE CITY-UT"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SAN ANGELO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SAN ANTONIO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SAN DIEGO-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SAN FRANCISCO-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SANTA BARBARA-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SAVANNAH-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SEATTLE-WA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SHERMAN/ADA-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SHREVEPORT-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SIOUX CITY-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SIOUX FALLS-SD"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SOUTH BEND-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SPOKANE-WA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SPRINGFIELD-MA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SPRINGFIELD-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ST. GEORGE-UT"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ST. JOSEPH-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ST. LOUIS-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","SYRACUSE-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TALLAHASSEE/THOMASVILLE-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TAMPA/ST. PETE/LAKELAND-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TERRE HAUTE-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TEXARKANA-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TOLEDO-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TOPEKA-KS"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TRAVERSE CITY-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TRI CITIES-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TRI-STATE-NY/NJ/CT"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TUCSON-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TULSA-OK"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TWIN FALLS-ID"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","TYLER/LONGVIEW-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","UTICA-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","VICTORIA-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WACO/TEMPLE/BRYAN-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WASHINGTON D.C."
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WATERTOWN-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WAUSAU-WI"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WEST PALM BEACH-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WHEELING-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WICHITA FALLS-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WICHITA-KS"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WILKES-BARRE-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","WILMINGTON-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","YAKIMA-WA"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","YOUNGSTOWN-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","YUMA-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Loyal NKC","ZANESVILLE-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ABILENE-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ALBANY-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ALBANY-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ALBUQUERQUE/SANTA FE-NM"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ALEXANDRIA-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ALPENA-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","AMARILLO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ANCHORAGE-AK"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ATLANTA-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","AUGUSTA-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","AUSTIN-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BAKERSFIELD-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BALTIMORE-MD"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BANGOR-ME"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BATON ROUGE-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BEAUMONT/PORT ARTHUR-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BEND-OR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BILLINGS-MT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BILOXI/GULFPORT-MS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BINGHAMTON-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BIRMINGHAM-AL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BLUEFIELD-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BOISE-ID"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BOSTON-MA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BOWLING GREEN-KY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BUFFALO-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BURLINGTON-PLATTSBURGH-VT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","BUTTE/BOZEMAN-MT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CASPER/RIVERTON-WY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CEDAR RAPIDS-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHAMPAIGN/SPRINGFIELD-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHARLESTON-SC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHARLESTON/HUNTINGTON-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHARLOTTE-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHARLOTTESVILLE"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHATTANOOGA-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHEYENNE- WY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHICAGO-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CHICO/REDDING-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CINCINNATI-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CLARKSBURG-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CLEVELAND-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","COLORADO SPRINGS-CO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","COLUMBIA-SC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","COLUMBIA/JEFFERSON CITY-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","COLUMBUS-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","COLUMBUS-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","COLUMBUS/TUPELO/WESTPOINT-MS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","CORPUS CHRISTI-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DALLAS-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DAVENPORT-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DAYTON-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DENVER-CO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DES MOINES-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DETROIT-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DOTHAN-AL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","DULUTH-MN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","EL PASO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ELMIRA-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ERIE-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","EUGENE-OR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","EUREKA-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","EVANSVILLE-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FAIRBANKS-AK"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FARGO-ND"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FAYETTEVILLE/FT.SMIT-AR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FLAGSTAFF-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FLINT/SAGINAW-BAY CITY-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FLORENCE/MYRTLE BEACH-SC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FORT MYERS/NAPLES-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FORT WAYNE-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","FRESNO/VISALIA-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GAINESVILLE-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GLENDIVE-MT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GRAND JUNCTION/MONTROSE-CO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GRAND RAPIDS/KALAMAZOO-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GREAT FALLS-MT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GREEN BAY/APPLETON-WI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GREENSBORO-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GREENVILLE-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GREENVILLE-SC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","GREENWOOD-MS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HARRISBURG/LANCASTER-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HARRISONBURG-VA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HATTIESBURG/LAUREL-MS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HELENA-MT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HONOLULU-HI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HOUSTON-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","HUNTSVILLE-AL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","IDAHO FALLS/POCATELLO-ID"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","INDIANAPOLIS-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JACKSON-MS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JACKSON-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JACKSONVILLE-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JOHNSTOWN/ALTOONA-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JONESBORO-AR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JOPLIN/PITTSBURG-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","JUNEAU-AK"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","KANSAS CITY-KS / MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","KNOXVILLE-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LA CROSSE/EAU CLAIRE-WI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LAFAYETTE-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LAFAYETTE-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LAKE CHARLES-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LANSING/JACKSON-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LAREDO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LAS VEGAS-NV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LEXINGTON-KY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LIMA-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LINCOLN-NE"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LITTLE ROCK-AR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LOS ANGELES-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LOUISVILLE-KY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","LUBBOCK-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MACON-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MADISON-WI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MANKATO-MN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MARQUETTE-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MCALLEN-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MEDFORD/KLAMATH FALLS-OR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MEMPHIS-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MERIDIAN-MS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MIAMI/FT. LAUDERDALE-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MIDLAND-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MILWAUKEE-WI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MINNEAPOLIS-MN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MINOT/BISMARCK-ND"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MISSOULA-MT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MOBILE/PENSACOLA-AL / FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MONROE/EL DORADO-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MONTEREY/SALINAS-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","MONTGOMERY-AL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","NASHVILLE-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","NEW HAVEN/HARTFORD-CT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","NEW ORLEANS-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","NORFOLK-VA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","NORTH PLATTE-NE"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","OKLAHOMA CITY-OK"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","OMAHA-NE"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ORLANDO/DAYTONA/MELBOURNE-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","OTTUMWA-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PADUCAH-KY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PALM SPRINGS-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PANAMA CITY-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PARKERSBURG-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PEORIA/BLOOMINGTON-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PHILADELPHIA-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PHOENIX-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PITTSBURGH-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PORTLAND-ME"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PORTLAND-OR"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PRESQUE ISLE-ME"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","PROVIDENCE-RI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","QUINCY-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","RALEIGH-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","RAPID CITY-SD"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","RENO-NV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","RICHMOND-VA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ROANOKE/LYNCHBURG-VA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ROCHESTER-MN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ROCHESTER-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ROCKFORD-IL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SACRAMENTO-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SALISBURY-MD"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SALT LAKE CITY-UT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SAN ANGELO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SAN ANTONIO-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SAN DIEGO-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SAN FRANCISCO-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SANTA BARBARA-CA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SAVANNAH-GA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SEATTLE-WA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SHERMAN/ADA-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SHREVEPORT-LA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SIOUX CITY-IA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SIOUX FALLS-SD"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SOUTH BEND-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SPOKANE-WA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SPRINGFIELD-MA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SPRINGFIELD-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ST. GEORGE-UT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ST. JOSEPH-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ST. LOUIS-MO"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","SYRACUSE-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TALLAHASSEE/THOMASVILLE-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TAMPA/ST. PETE/LAKELAND-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TERRE HAUTE-IN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TEXARKANA-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TOLEDO-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TOPEKA-KS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TRAVERSE CITY-MI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TRI CITIES-TN"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TRI-STATE-NY/NJ/CT"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TUCSON-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TULSA-OK"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TWIN FALLS-ID"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","TYLER/LONGVIEW-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","UTICA-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","VICTORIA-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WACO/TEMPLE/BRYAN-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WASHINGTON D.C."
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WATERTOWN-NY"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WAUSAU-WI"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WEST PALM BEACH-FL"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WHEELING-WV"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WICHITA FALLS-TX"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WICHITA-KS"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WILKES-BARRE-PA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","WILMINGTON-NC"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","YAKIMA-WA"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","YOUNGSTOWN-OH"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","YUMA-AZ"
"GM","Mobile","Non-Brand","Search PLA","Existing Non-Loyal KC","ZANESVILLE-OH"
"GM","Mobile","Non-Brand","Search PLA","New Loyal KC","ABILENE-TX"
"GM","Mobile","Non-Brand","Search PLA","New Loyal KC","ALBANY-GA"
"GM","Mobile","Non-Brand","Search PLA","New Loyal KC","ALBANY-NY"
"GM","Mobile","Non-Brand","Search PLA","New Loyal KC","ALBUQUERQUE/SANTA FE-NM"
"GM","Mobile","Non-Brand","Search PLA","New Loyal KC","ALEXANDRIA-LA"
